"movieId","avg_rating"
1,3.89370779458724
2,3.2515271586594
3,3.14202812605896
4,2.85354736424891
5,3.05843435205737
6,3.85490889864975
7,3.36366633696011
8,3.11458333333333
9,2.99205066019941
10,3.42145763311516
11,3.65717051989203
12,2.62456562416466
13,3.333527696793
14,3.42348883644945
15,2.71902173913043
16,3.82370680286894
17,3.94880632571342
18,3.38435057685151
19,2.64216778025241
20,2.869921875
21,3.57016205054541
22,3.32001732164123
23,3.14569133398247
24,3.18758389261745
25,3.67730443447932
26,3.60670851314241
27,3.40393151553583
28,4.03
29,3.93672486453943
30,3.63679245283019
31,3.24483856797716
32,3.90576784120372
33,3.02307692307692
34,3.60319175991862
35,3.4792899408284
36,3.91868681658758
37,2.99333333333333
38,2.87083993660856
39,3.41873808616088
40,3.6267252195734
41,3.84341303328645
42,3.0495652173913
43,3.44995667244367
44,2.65462414149967
45,3.38290794726019
46,3.26341294565594
47,4.07916633725986
48,2.97775053859297
49,3.51973684210526
50,4.28435321316331
51,2.60714285714286
52,3.53289242654805
53,3.64963503649635
54,2.8411316648531
55,3.22032902467685
56,1.91538461538462
57,3.32043828264759
58,3.96790041018792
59,3.56353591160221
60,3.09588926174497
61,3.31609195402299
62,3.71535467602237
63,3.08390410958904
64,2.81395966029724
65,2.37025520051469
66,2.13769751693002
67,3.29754601226994
68,3.43016014234875
69,3.5583216456288
70,3.32656891911036
71,2.34567387687188
72,3.48685326547922
73,3.79603556872916
74,3.28809891808346
75,2.42965779467681
76,3.01004636785162
77,3.40284360189573
78,3.15279007971656
79,3.11993677138905
80,3.7495145631068
81,3.2527435982707
82,3.9923513986014
83,3.64432029795158
84,3.35815602836879
85,3.52683326505531
86,3.47666411629686
87,2.34968017057569
88,3.10718816067653
89,3.12940226171244
90,3.33333333333333
92,2.85004730368969
93,2.49199380165289
94,3.52792553191489
95,3.07724542195524
96,3.70045045045045
97,3.98623326959847
98,2.59638554216867
99,3.10104790419162
100,3.22122015915119
101,3.76735015772871
102,2.4106463878327
103,3.25525812619503
104,3.39439812402293
105,3.33322229624695
106,3.436
107,3.2168744804655
108,3.07391304347826
109,2.0625
110,4.00227257366856
111,4.08347921600934
112,3.40623288921336
113,3.1010101010101
114,3.58913043478261
115,3.53488372093023
116,3.91142857142857
117,3.57443082311734
118,2.98543689320388
119,2.73373983739837
120,2.84154929577465
121,3.74869109947644
122,2.85939241917503
123,3.99136939010357
